,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
24770,30,1,2,3,0,2,2,1,7,3,228,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24771,35,1,1,5,0,2,0,0,7,3,114,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24772,48,0,1,7,1,0,0,0,7,3,67,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24773,41,4,1,6,0,2,0,0,7,3,57,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24774,36,1,1,2,0,2,2,0,7,3,130,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24775,57,4,1,6,0,2,0,0,7,3,93,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24776,41,4,1,6,0,2,0,0,7,3,176,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24777,37,1,2,3,0,2,0,0,7,3,79,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24778,50,9,1,5,0,2,0,0,7,3,1978,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,1
24779,36,1,1,0,0,0,0,0,7,3,101,5,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24780,56,0,1,3,1,2,0,0,7,3,105,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24781,34,1,1,5,0,0,0,0,7,3,95,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24782,34,1,1,5,0,2,2,0,7,3,64,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24783,34,1,1,5,0,0,2,0,7,3,91,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24784,40,2,1,2,0,0,0,1,7,3,40,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24785,34,1,1,5,0,1,1,0,7,3,138,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24786,52,9,1,2,0,2,0,0,7,3,54,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24787,40,2,1,2,0,2,0,0,7,3,67,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24788,40,4,1,6,0,0,0,0,7,3,1122,2,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,1
24789,34,1,1,5,0,0,0,0,7,3,164,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24790,35,0,1,3,0,0,0,0,7,3,95,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24791,35,0,1,3,0,0,0,0,7,3,72,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24792,41,2,1,6,0,2,0,0,7,3,854,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,1
24793,35,0,1,3,0,2,0,0,7,3,114,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24794,49,4,1,6,0,2,0,0,7,3,116,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24795,32,7,1,3,0,2,0,0,7,3,105,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24796,40,9,1,5,0,0,0,0,7,3,348,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24797,44,4,0,6,1,0,0,0,7,3,365,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24798,44,9,2,5,0,2,2,0,7,3,155,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24799,31,2,0,0,0,0,0,0,7,3,290,1,5,1,2,-0.1,93.2,-42.0,4.153,5195.8,0
24800,36,6,2,2,0,0,0,0,7,3,94,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24801,40,6,1,2,1,0,0,0,7,3,53,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24802,37,9,1,3,0,0,0,0,7,3,39,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24803,53,6,1,0,0,2,0,0,7,3,76,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24804,32,0,2,6,0,0,0,0,7,3,36,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24805,51,0,1,3,0,0,0,0,7,3,132,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24806,34,9,1,5,0,2,0,0,7,3,333,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24807,35,2,1,2,0,2,0,0,7,3,155,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24808,35,0,2,3,0,2,0,0,7,3,106,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24809,33,1,1,2,0,2,0,0,7,3,184,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24810,51,0,1,3,0,0,2,0,7,3,271,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24811,29,0,2,6,0,2,0,0,7,3,224,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24812,51,9,1,7,0,0,0,0,7,3,144,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24813,30,0,2,6,0,0,0,0,7,3,55,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24814,58,9,1,7,0,0,0,0,7,3,82,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24815,36,0,1,3,0,2,2,1,7,3,52,3,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24816,33,4,1,6,0,2,0,0,7,3,341,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24817,32,1,1,2,0,2,0,1,7,3,47,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24818,32,1,1,2,0,0,0,0,7,3,55,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24819,35,10,2,1,1,2,0,0,7,3,51,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24820,40,1,1,2,0,0,0,0,7,3,71,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24821,35,10,2,1,1,2,0,0,7,3,76,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24822,51,1,1,2,1,2,0,0,7,3,62,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24823,33,0,1,6,0,2,0,0,7,3,52,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24824,39,7,0,3,0,2,0,0,7,3,46,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24825,32,7,1,1,1,2,0,1,7,3,368,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24826,50,3,0,5,0,2,0,0,7,3,132,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24827,33,1,1,2,0,1,1,0,7,3,111,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24828,56,6,0,3,0,0,0,0,7,3,79,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24829,29,1,1,2,0,2,0,0,7,3,42,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24830,32,1,1,2,0,2,2,0,7,3,295,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24831,40,0,1,3,0,2,0,0,7,3,134,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24832,38,9,2,5,0,0,2,0,7,3,76,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24833,39,7,0,3,0,2,0,0,7,3,194,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24834,33,1,1,2,0,0,0,0,7,3,214,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24835,31,0,0,6,0,2,0,1,7,3,51,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24836,42,6,0,6,0,2,0,0,7,3,278,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24837,43,4,1,6,0,0,0,0,7,3,188,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24838,38,1,1,2,0,2,0,0,7,3,154,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24839,52,0,1,6,0,2,2,0,7,3,79,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24840,43,9,1,5,0,2,0,1,7,3,89,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24841,31,1,2,2,0,0,0,0,7,3,58,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24842,33,6,1,6,0,2,0,0,7,3,84,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24843,43,2,1,0,0,2,0,0,7,3,145,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24844,31,0,0,6,0,2,0,0,7,3,346,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24845,52,4,1,3,0,2,0,0,7,3,75,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24846,40,1,1,0,0,0,0,0,7,3,181,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24847,38,1,1,2,0,0,0,0,7,3,213,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24848,30,7,1,1,0,1,1,0,7,3,340,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24849,38,4,1,6,0,2,2,0,7,3,353,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24850,51,0,1,6,0,0,0,0,7,3,104,2,1,1,2,-0.1,93.2,-42.0,4.153,5195.8,0
24851,37,4,0,3,0,2,0,0,7,3,1268,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24852,33,4,1,6,0,2,0,0,7,3,47,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24853,36,3,0,2,0,2,0,0,7,3,59,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24854,39,0,1,6,0,0,0,0,7,3,108,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24855,36,9,0,3,0,0,0,0,7,3,132,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24856,55,2,1,6,1,0,0,0,7,3,86,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24857,41,0,1,6,1,2,0,0,7,3,61,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24858,33,0,1,3,0,2,0,0,7,3,273,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24859,32,7,1,3,1,2,0,0,7,3,121,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24860,41,0,1,6,1,2,0,0,7,3,88,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24861,46,1,1,2,0,2,0,0,7,3,50,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24862,29,0,2,6,0,2,0,0,7,3,636,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24863,31,4,2,6,0,2,0,0,7,3,466,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24864,31,3,1,6,1,0,0,0,7,3,110,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24865,44,2,0,1,0,2,0,0,7,3,132,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24866,31,10,1,3,2,0,0,0,7,3,111,2,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24867,34,1,1,5,0,2,0,0,7,3,135,3,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24868,46,1,1,2,0,0,0,0,7,3,281,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24869,35,4,1,0,0,0,0,0,7,3,276,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24870,43,2,1,2,0,2,2,0,7,3,74,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24871,39,4,2,3,1,0,0,1,7,3,274,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24872,31,0,1,6,0,2,0,0,7,3,71,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24873,54,0,0,6,0,2,0,0,7,3,79,2,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24874,30,4,1,6,0,2,2,0,7,3,196,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24875,43,1,2,0,0,2,0,0,7,3,175,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24876,48,0,1,7,1,0,0,0,7,3,319,2,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24877,48,7,1,3,0,2,0,0,7,3,71,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24878,39,4,2,3,1,0,0,0,7,3,714,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24879,52,4,1,6,0,2,0,0,7,3,67,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24880,54,9,1,5,0,2,0,0,7,3,149,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24881,56,9,2,5,0,2,0,0,7,3,635,5,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24882,39,0,2,3,0,2,2,0,7,3,95,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24883,32,1,2,6,1,2,0,0,7,3,63,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24884,51,0,1,3,0,2,0,0,7,3,280,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24885,39,7,1,3,0,2,0,0,7,3,107,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24886,39,7,1,2,0,2,0,0,7,3,51,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24887,37,9,1,5,0,2,0,0,7,3,850,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24888,52,4,1,6,0,1,1,0,7,3,486,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,1
24889,47,3,0,5,0,0,2,0,7,3,253,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24890,37,1,1,3,0,0,0,0,7,3,118,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24891,49,2,1,5,1,0,0,0,7,3,132,3,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24892,36,0,1,3,0,0,0,0,7,3,141,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24893,35,1,1,0,0,0,0,0,7,3,169,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24894,48,7,1,3,0,2,0,0,7,3,835,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24895,37,1,0,1,0,0,0,0,7,3,200,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24896,39,6,1,6,0,2,0,0,7,3,95,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24897,39,6,1,6,0,2,0,0,7,3,122,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24898,48,0,2,6,0,0,0,0,7,3,148,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24899,33,0,1,6,0,2,0,0,7,3,51,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24900,32,1,1,0,0,0,0,0,7,3,132,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24901,38,1,1,2,0,0,0,0,7,3,180,2,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24902,30,9,2,5,0,0,2,0,7,3,835,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,1
24903,36,10,1,1,0,2,0,0,7,3,144,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24904,50,7,1,3,0,2,0,0,7,3,90,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24905,50,7,1,3,0,2,0,0,7,3,129,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24906,34,1,1,2,0,0,0,0,7,3,54,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24907,30,9,1,5,0,2,0,0,7,3,613,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24908,54,2,1,0,0,2,0,0,7,3,150,2,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24909,32,7,1,1,1,2,0,1,7,3,162,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24910,52,0,2,2,0,2,0,0,7,3,296,1,6,1,2,-0.1,93.2,-42.0,4.153,5195.8,0
24911,40,7,1,3,0,2,0,0,7,3,66,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24912,30,10,1,3,0,0,2,0,7,3,155,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24913,30,10,1,3,0,0,0,0,7,3,145,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24914,34,1,2,3,0,2,0,0,7,3,117,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24915,33,2,2,6,0,2,0,0,7,3,435,4,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24916,32,0,1,6,0,2,0,0,7,3,266,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24917,37,1,0,1,0,2,2,0,7,3,963,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24918,52,9,1,3,0,2,0,0,7,3,385,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24919,38,1,0,7,0,2,0,1,7,3,125,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24920,34,1,2,3,0,2,0,0,7,3,257,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24921,36,1,1,2,0,2,0,0,7,3,99,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24922,36,1,1,2,0,1,1,0,7,3,95,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24923,34,9,2,6,0,2,0,0,7,3,82,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24924,38,1,0,7,0,0,0,0,7,3,154,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24925,40,9,1,5,0,2,0,0,7,3,130,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24926,29,9,2,3,0,2,0,0,7,3,127,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24927,39,4,1,3,0,2,0,0,7,3,84,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24928,38,1,0,7,0,0,0,0,7,3,596,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,1
24929,40,4,1,6,0,0,0,0,7,3,131,2,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24930,30,10,1,3,0,2,2,0,7,3,924,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,1
24931,52,0,0,6,0,2,2,0,7,3,183,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24932,30,0,0,6,0,0,2,0,7,3,198,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24933,49,4,1,6,0,2,0,0,7,3,37,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24934,49,4,1,6,0,0,0,0,7,3,188,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24935,47,7,1,3,0,2,0,0,7,3,99,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24936,49,4,1,6,0,2,0,0,7,3,197,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24937,30,0,0,6,0,0,0,0,7,3,464,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24938,30,0,0,6,0,0,0,0,7,3,453,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,1
24939,39,2,1,6,1,0,0,0,7,3,54,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24940,36,3,1,0,0,0,0,0,7,3,242,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24941,54,2,1,5,0,2,2,0,7,3,134,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24942,41,0,1,3,0,2,0,0,7,3,62,4,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24943,36,9,1,3,0,0,0,0,7,3,91,2,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24944,52,4,1,6,1,2,0,0,7,3,419,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,1
24945,31,4,2,6,0,0,0,0,7,3,82,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24946,50,0,0,2,0,2,0,0,7,3,128,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24947,44,4,1,2,0,0,0,0,7,3,638,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24948,33,9,2,6,0,0,0,0,7,3,113,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24949,32,9,0,5,0,2,0,0,7,3,78,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24950,43,1,1,2,0,0,2,0,7,3,84,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24951,32,9,0,5,0,2,0,0,7,3,250,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24952,32,9,0,5,0,0,0,0,7,3,288,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24953,57,5,1,5,0,1,1,0,7,3,193,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24954,49,1,1,0,0,0,0,0,7,3,34,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24955,47,0,0,3,0,0,0,0,7,3,352,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24956,51,7,0,3,0,0,0,0,7,3,119,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24957,43,4,1,6,0,2,0,0,7,3,89,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24958,41,0,2,6,0,0,0,0,7,3,93,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24959,39,0,1,6,0,2,0,0,7,3,305,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24960,51,0,1,3,0,2,0,0,7,3,109,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24961,38,9,1,5,0,2,0,1,7,3,205,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24962,48,0,1,6,0,2,2,0,7,3,122,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24963,31,8,2,3,0,2,2,0,7,3,107,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24964,35,0,1,3,0,2,0,0,7,3,17,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24965,47,7,1,3,0,2,0,0,7,3,103,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24966,29,1,0,1,0,2,0,1,7,3,272,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24967,54,5,1,3,0,2,0,0,7,3,145,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24968,47,9,1,5,0,0,0,0,7,3,233,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24969,54,5,1,3,0,0,0,0,7,3,172,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24970,49,4,1,2,0,1,1,0,7,3,336,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24971,30,7,1,1,0,0,0,0,7,3,154,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24972,39,7,1,2,0,0,0,0,7,3,109,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24973,50,6,1,6,0,0,0,1,7,3,103,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24974,39,0,1,3,0,2,0,0,7,3,50,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24975,37,10,2,6,0,2,2,0,7,3,95,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24976,49,7,1,3,0,0,0,0,7,3,48,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24977,38,1,1,5,0,2,0,1,7,3,15,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24978,51,0,1,1,0,2,0,0,7,3,122,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24979,53,6,1,0,0,0,0,0,7,3,505,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24980,55,0,1,3,0,2,0,0,7,3,106,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24981,51,2,1,2,0,0,0,0,7,3,125,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24982,55,0,1,3,0,2,0,0,7,3,191,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24983,44,9,1,5,0,2,0,0,7,3,75,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24984,57,4,1,6,0,2,2,0,7,3,609,2,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,1
24985,54,2,1,5,0,0,0,0,7,3,1855,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,1
24986,35,4,1,3,0,2,0,1,7,3,159,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24987,49,0,1,2,0,2,0,0,7,3,204,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24988,48,9,1,6,0,2,0,0,7,3,82,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24989,50,4,1,0,0,2,0,0,7,3,389,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24990,46,6,1,0,0,2,2,0,7,3,162,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24991,31,2,0,0,0,0,0,0,7,3,152,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24992,35,4,1,3,0,2,0,0,7,3,417,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24993,48,9,1,6,0,2,0,0,7,3,208,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24994,35,4,2,6,0,0,0,1,7,3,52,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24995,50,2,1,2,0,0,0,0,7,3,59,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24996,48,9,1,6,0,0,0,0,7,3,346,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24997,50,2,1,2,0,2,0,0,7,3,100,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
24998,35,0,0,6,0,0,0,0,7,3,35,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
24999,50,2,1,2,0,0,0,1,7,3,2,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
25000,30,0,2,6,0,2,0,0,7,3,288,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
25001,35,0,0,6,0,2,0,0,7,3,220,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
25002,32,9,2,6,0,0,0,0,7,3,77,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
25003,52,4,1,1,0,2,0,0,7,3,97,3,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
25004,51,0,1,3,0,0,2,0,7,3,118,2,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
25005,46,9,1,2,0,0,0,0,7,3,530,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
25006,32,4,1,6,0,2,0,0,7,3,118,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
25007,53,0,0,6,0,2,0,0,7,3,69,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
25008,32,7,1,3,0,0,0,0,7,3,91,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
